addr,total,success,fail
0x5abc7358d287c26f07e4b8760ea0c8be4483234e,145,3,142
0x27013d274aa60c6e6883aa2130e8b01249eb11d4,155,3,152
0x47d182f57202af56d19d85a351cb18afb8b7ac16,183,1,182
0x4c11249814f11b9346808179cf06e71ac328c1b5,271,264,7
0x3bf99d504e67a977f88b417ab68d34915f3a1209,93,3,90
0xf49f43c1e8b0c8ac13e63ec7921692a199029d49,51,5,46
0xa0c7f1ae5b5a317b04e5b060c8fc1cfacab03f85,326,2,324
0xd40631f897b0d9bde80b27785a94e5f908548af1,83,9,74
0x87821c7fe32753ce37a293ed6e05bef789bb968b,100,0,100
0xf3eb8b90c763b8b2b53e7819ac27eca8f94c8ec2,73,2,71
0x738e19cbe9f0443772b0ccce45d9fd8f98057850,334,3,331
0x70e8de73ce538da2beed35d14187f6959a8eca96,158,1,157
0x96cc3c13fe49c463fbc5ef020d277778fa84fe7d,67,7,60
0x77372f52b61d8a2946a73ca3a00c02e8c7b588de,52,0,52
0xaf4dce16da2877f8c9e00544c93b62ac40631f16,364,354,10
0x3c48ca59bf2699e51d4974d4b6d284ae52076e5e,51,45,6
0x16dfc67641218a1d6404b2b91350ac78110d56ac,16,1,15
0x64de91f5a373cd4c28de3600cb34c7c6ce410c85,304,304,0
0x2026fa4824470429f20a12655325428bdcc4db6a,41,0,41
0x9c066824f00b9f444f6d56f29c949a07eaab39fc,85,2,83
0x4717b54e2f36e62d0cb55495196ff13943e86d81,21,0,21
0x7887f40763ace5f0e8320181fd5b42776d35b1ff,306,5,301
0xaae9df0f50d53f9ac50651bf69590ab7b1091451,83,7,76
0x464fdb8affc9bac185a7393fd4298137866dcfb8,83,78,5
0x7ea61250bc132cfa1ac90b266241038376406e5b,28,1,27
0xa1f60f41473b40b2fb894a17fe3f8e62ae8d3289,285,7,278
0x88cb253d4c8cab8cdf7948a9251db85a13669e23,83,80,3
0x3a0916f7a5b1abbc468805358546667e186c8d7c,56,5,51
0xd5bf9e015755489d7f8e1465ce3d82cc550efec8,65,65,0
0x3019227b2b8493e45bf5d25302139c9a2713bf15,93,0,93
0x0c684b8c37bbd3e58dfde822025591d15c030cd9,289,11,278
0x6d0683ed0f79411bd6bd1f5d517ede248ead34ad,81,9,72
0xc146b7cdbaff065090077151d391f4c96aa09e0c,158,1,157
0x3bf254b6e2c616a72e1540cdfd17533ac9f57891,143,9,134
0xa5d9a0247b75353f3d756d321e3f4db59528c82c,229,0,229
0xc6e9bc3acd4121dd4fab8f440dacb854b0ea86f0,19,0,19
0xee37e56f3a47d7c752c92407064f96077338fd5d,100,16,84
0x5a7c2faf1f08314a1c24f4e09f452d4eb11f6eec,324,4,320
0x839e73a4f3826702332d807abfcfe417211dc192,37,4,33
0x849ba2278cdae7fa7006c0661fea1c35d5af3336,63,1,62
0x3266724e4e58e5891eb30e6d329ba119a192483c,116,116,0
0xd3c4163e18aaebe43b4fc8b1a53dc3241fb3d017,42,1,41
0x65f9f7f4a4ddd517b35c9357f575f0f1df431cbc,81,12,69
0xcafe001067cdef266afb7eb5a286dcfd277f3de5,130,3,127
0x04969cd041c0cafb6ac462bd65b536a5bdb3a670,178,3,175
0xf1d13c4045a345df643e930f3c1a041262e9a143,77,5,72
0x72b886d09c117654ab7da13a14d603001de0b777,130,130,0
0x5d95c4c73e152727750df27ff7da1c7169430dd6,147,9,138
0x7ff4169a6b5122b664c51c95727d87750ec07c84,337,6,331
0x4f225aade82ab59d19808a6b4a04562d562cbaa9,187,5,182
0x1b890fd37cd50bea59346fc2f8ddb7cd9f5fabd5,61,1,60
0x9192249b95d0d3dacb3a0b0cd93560f4209c7493,3,1,2
0xff36ca1396d2a9016869274f1017d6c2139f495e,50,2,48
0xe3155db13b2be4866b7723b1458eb9611b838930,92,12,80
0xadb0739822374a05653f513683ddbeba3cc81f2e,187,1,186
0xf50a07e4ff052a14f3f608da8936d8ae0ed5be50,65,2,63
0x00fa82ea9be4e24ec6d7ed86ef93bfe85b9a3e68,74,9,65
0x28d4a32e275ebb5f16d14ef924281ddcade9a683,24,1,23
0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,443,439,4
0xac43f1c3dec807ceab45e9ab3327126aa69b7a26,191,6,185
0x8b3dc8d4edd8944bb8ef11913af9c3b55140805d,249,4,245
0x96f98ed74639689c3a11daf38ef86e59f43417d3,389,128,261
0x34b6f5aa05d2bf9e524d5f0f5fa8cea6dbef2bcd,447,8,439
0xb9b2fae0086a14f626af91da173ec48233b7ab89,159,2,157
0x9e04f519b094f5f8210441e285f603f4d2b50084,60,7,53
0x2f71f82d082cf7ece361f5992679fadd52b645a9,118,10,108
0x765df6da33c1ec1f83be42db171d7ee334a46df5,177,12,165
0xf2bca53f401c0f53ca78e9270efd1f7b5330b522,87,7,80
0xd633587a06e396d8bab8083bb70e0bda31911408,71,0,71
0x63f88a2298a5c4aee3c216aa6d926b184a4b2437,340,3,337
0xf04ceb03901cb0ff4cc423a270f42898194c65fa,121,1,120
0x2a036569dbbe7730d69ed664b74412e49f43c2c0,124,9,115
0xc4c75f2a0cb1a9acc33929512dc9733ea1fd6fde,217,2,215
0x43835ca7646c07b6933d0c1c16ddc41c4cb5600e,179,3,176
0xb7bceb36c5f0f8ec1fb67aaeeed2d7252112ea21,326,116,210
0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2,165,33,132
0xee8ba81d3aab92ff5592652f32028078f919af8a,104,8,96
0x4d93224bd835296da871043349f6f58e820bd9cc,24,24,0
0xc67f5e3a5b697ae004edd8f84925189a81c6dc4b,79,18,61
0x2dff22dcb59d6729ed543188033ce102f14ef0d1,238,3,235
0x32ddbb0fc65bb53e1f7d6dc1c2a713e9a695b75b,196,42,154
0x809826cceab68c387726af962713b64cb5cb3cca,433,431,2
0x66f73d0fd4161cfad4302dc145ff994375c13475,57,47,10
0x13e7d08ed191346d9fee3b46a91c1596393dcd66,190,0,190
0x6f2235864cf897078fcdcc2854b76c482cd16874,210,210,0
0xda0c94c73d127ee191955fb46bacd7ff999b2bcd,44,2,42
0xfb5c6815ca3ac72ce9f5006869ae67f18bf77006,146,3,143
0x12770beb72920bcdff7b132e207040691dd27213,111,8,103
0x274e920503d5abfc8113a273bdbf2069c729c9cd,31,0,31
0x883ba661fd9824778ff14a97f3a03eb324540201,170,0,170
0x5a1912749d2b7c3cdb832b81601c8c3f437a0de8,32,0,32
0xcf8918df752ad873b79f8ea05a80ad8fd02a64e6,257,31,226
0xc2c0fb5194cd13f282005f49c40613040ef685a4,48,1,47
0x785433d8b06d77d68df6be63944742130a4530d1,368,101,267
0xa93a4c25bc4c5395c66adfb53e264bd870ca2876,431,59,372
0xf0f9d895aca5c8678f706fb8216fa22957685a13,338,1,337
0xe1c7e30c42c24582888c758984f6e382096786bd,206,196,10
0xbd4b2dd8fbcecb2af5904ff5f218037b0f693275,39,39,0
0x2c9c19ce3b15ae77c6d80aec3c1194cfd6f7f3fa,88,86,2
0x1fd389ac8e6c958b0f01067540fdff8a11488201,27,0,27
0xc89c55c62128b8ae7cb1c4923733585ca709ea74,24,0,24
0x64a1c0937728d8d2fa8cd81ef61a9c860b7362db,162,42,120
0x1788430620960f9a70e3dc14202a3a35dde1a316,191,61,130
0x318f6a35547696848cb0c251c46de67ee1511296,438,12,426
0xd5eab5726bcd05a62becc74bdac5df9c7fa93622,445,445,0
0x56b391339615fd0e88e0d370f451fa91478bb20f,136,11,125
0x79f3421e4ee96b4a0da649214f5ff6a2285970f3,174,0,174
0xcdefd353ba028a77c1cfbbf9571e7a19df582380,63,26,37
0xfa956c57f5c07daf9552a3e062204e009e2d2e76,70,12,58
0x1a300c5a5639c4605c1b47f6e079e8b4056a9376,76,4,72
0x742e8ffa4f7c7e1f07ae576e2d2fc712bc925653,343,19,324
0x626e8036deb333b408be468f951bdb42433cbf18,202,175,27
0xdfeda9c39b3571fe1d403e381ebc06e9d5d85fb5,76,0,76
0x4d67edef87a5ff910954899f4e5a0aaf107afd42,87,2,85
0x2656754e71f063889ecf3e17bb7dfd0975dc3c87,50,0,50
0xbbd900e05b4af2124390d206f70bc4e583b1be85,124,6,118
0x7eaa96d48380802a75ed6d74b91e2b30c3d474c1,193,34,159
0x4cdee5bb342bf336b092f42b40ee23f6ba2bbc7a,185,1,184
0x2edf094db69d6dcd487f1b3db9febe2eec0dd4c5,183,4,179
0x1c60841b70821dca733c9b1a26dbe1a33338bd43,167,5,162
0x1e725bcc09ad221d35af5adeda404fb2147b43fa,110,10,100
0x9ca8887d13bc4591ae36972702fdf9de2c97957f,164,1,163
0x232d0620fe7f5f383740cf2880782d80b22e3b0a,151,21,130
0x0f18d9e6111fadf9151f769a9ebd47d093ad2899,35,21,14
0x8eb24319393716668d768dcec29356ae9cffe285,420,405,15
0x89c70cb6d7afa7a7c9373771031c3ccb899a8d14,48,0,48
0xe6d1cf4945c90409963227caf95cfab0dcd61537,43,6,37
0x5b4c617e689a711cf7338dae7dcd02bdac49c1f9,115,11,104
0x54e142d6bd03dbc5ea4365e326c8dfecfcb71fb2,184,9,175
0x903e2f5d42ee23156d548dd46bb84b7873789e44,206,26,180
0x15b363ceb7688a727b8406aed009d70f7704cd34,267,62,205
0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2,190,177,13
0xb184b9414e7d7c436b7097ed2c774bb56fae392f,190,55,135
0x0a57e26e480355510028b5310fd251df96e2274b,230,0,230
0x049bddf5c1aa5ec3edae66525379e3c30cdf88a7,33,19,14
0x1482d014aacbeabe40e81aaecfa53c1b226a059f,18,17,1
0x2aa297c3208bd98a9a477514d3c80ace570a6dee,215,3,212
0x0ee1fb382caf98e86e97e51f9f42f8b4654020f3,39,13,26
0xa2ea5cb0614f6428421a39ec09b013cc3336efbe,44,13,31
0x64a2ae6d69f6c6ff2efcd99b00476f61f5dfb7ef,63,3,60
0x63f421b24cea6765b326753f6d4e558c21ea8f76,242,25,217
0x22c594c42fcd0b9dfde27aa8976a510c9d044356,299,20,279
0xd38ea4423086ecbc3080e876ae435ce6544dc553,103,4,99
0xab1c28adb2c720386cda577fa7643ad4a6f56bb8,89,8,81
0x96ff741d07a856f69527fbe07cb4f67640e97ee4,23,23,0
0xcf8009f8e3446296d02b63d43e8066d130ce27b3,276,18,258
0x7abc458a355beb1866bbf3563d48ad5a1c904621,333,126,207
0x01b23286ff60a543ec29366ae8d6b6274ca20541,80,78,2
0xeed10864e9fd813d12a0f40eb5f73ff2d31b2abb,50,7,43
0xb895192f5a49914ae760f01ef92db285d94c783e,99,0,99
0x6f5e77cea0abdda40013a8ef53639c96972fb745,74,67,7
0x22c36bfdcef207f9c0cc941936eff94d4246d14a,107,8,99
0xc65ef668114a1d0446f960ac4caa8c080efab786,453,0,453
0x5a775dd40782bd0238472a57b3780ff54da6e669,285,24,261
0xcf5997c7a314ae624c6f2f4a6ddc373efd23b276,486,20,466
0x249c3a9839c27a6a79820a24e7a6fec6b5992423,28,7,21
0x23223eed5b998c784690d7d2ded01a65f42ac1a9,75,1,74
0xaac41ec512808d64625576eddd580e7ea40ef8b2,147,2,145
0xd417144312dbf50465b1c641d016962017ef6240,172,3,169
0x7898accc83587c3c55116c5230c17a6cd9c71bad,169,0,169
0xc22f6c6f04c24fac546a43eb2e2eb10b1d2953da,71,0,71
0xc6065b9fc8171ad3d29bad510709249681758972,42,42,0
0x4d928fada59f3446627c5bea707a81e006cf676f,223,7,216
0xb14ebf566511b9e6002bb286016ab2497b9b9c9d,71,1,70
0x0fbee24a11f7ba72149bfb131eaf29233a135fc6,194,7,187
0xefe58f3ace7d7dac903b2cc2e18ef1858d4e2675,419,10,409
0x0cdf9acd87e940837ff21bb40c9fd55f68bba059,165,7,158
0xf9365d61350739e5128926d277375868e7119201,99,8,91
0xf527d24391c767b86b8e91385e1ce9c54d230a2b,128,2,126
0x02da3ad430ee4a1ee9e1103f6692d3f67bcb581e,68,4,64
0x8419721412da63076b4556247a028e93ab51f9f4,89,8,81
0x9416ba76e88d873050a06e5956a3ebf10386b863,27,1,26
0x87cdc02f0812f08cd50f946793706fad9c265e2d,70,70,0
0x85522a73cb3fd47d3616e5e82b4988b05a5b8576,57,0,57
0x3ba207c25a278524e1cc7faaea950753049072a4,239,0,239
0xd60917e1abde5c9e3395cfba5688c735a89b3281,165,4,161
0x3e52dd75ebb13077fc0eb3eefd8a69fb5ad39aa9,55,16,39
0x3eeb21a41025d9ec8d9540aa6d17d6900eec6957,84,0,84
0xfcb1315c4273954f74cb16d5b663dbf479eec62e,263,39,224
0x71772beff1fb348eb7d5f9f1e0b5f11bc49ab5e4,498,10,488
0x130cfab3817467f532c179d4e6502f5a7e7d44c7,80,0,80
0x663afbbff0e1e7b2126f4ef7c727fb0c44120b2a,24,0,24
0xd92494cb921e5c0d3a39ea88d0147bbd82e51008,311,0,311
0x3943cf9bd3aca41a66ec911a6395727db274856e,152,9,143
0x8a854288a5976036a725879164ca3e91d30c6a1b,364,353,11
0x5bf844122db21ae6f787ddda9806aa7dd6489998,34,34,0
0x6d06aa1e471de7d7b4d7810d1ef57fba6c35d898,98,1,97
0x681c4f8f69cf68852bad092086ffeab31f5b812c,349,349,0
0x905f39d647d1ac1f9bf1e31444737a9881a71168,56,0,56
0xdd510ce28dfd085d9cf58f5402ca6d63985e83c0,386,67,319
0x038a68ff68c393373ec894015816e33ad41bd564,207,112,95
0x9294b5bce53c444eb78b7bd9532d809e9b9cd123,260,21,239
0x08d967bb0134f2d07f7cfb6e246680c53927dd30,208,175,33
0xfe459828c90c0ba4bc8b42f5c5d44f316700b430,76,62,14
0x6632a9d63e142f17a668064d41a21193b49b41a0,209,39,170
0x9048de699869385756939a7bb0a22b6d6cb63a83,128,5,123
0x215de37f364801c2306cc4a4ed63780e614979e7,128,22,106
0xd4f8b4826847ca01652acaaf09e48b3cb96f72df,224,12,212
0xbba10c994e2780b459cf6511d9ad3d4f5d38b5a1,144,8,136
0x0f2d719407fdbeff09d87557abb7232601fd9f29,167,167,0
0x87c22615435998d69aca34889d03155b694a94fc,66,53,13
0xf661d58cfe893993b11d53d11148c4650590c692,194,3,191
0x6cbe9edec134b9d750f4f515dc02a9bd656ed512,100,14,86
0x3aadc3bce49724ce299fd9f3850211211c399c8c,49,49,0
0xe3feb315ae49491900e34763d7d5aecc4277d843,147,12,135
0x6f24a2a5ecfffb0610f69929e9aa7fcef441897a,82,13,69
0x18aaa7115705e8be94bffebde57af9bfc265b998,496,496,0
0x11ce3c5ecfa4cc788eaa94157a63a1ca4863a90c,97,1,96
0x5c523d6abe17e98eaa58c2df62a6ec9162f3b9a1,125,125,0
0x09891c6de679cb9752a1040c2ed48bd76412e91b,147,2,145
0x5995383373decbd673c2d3ab92e6118508f9b83e,131,78,53
0x72519fa6cd095c99d5d67e31ddc117409bc5c047,41,41,0
0x4e13607c0777e86dfac61748c18b44595d23c9d6,107,21,86
0x4e8e2a120423ad588f96914a7d68f3e7f9d5149f,115,18,97
0x4a8f5f96d5436e43112c2fbc6a9f70da9e4e16d4,35,1,34
0x548c407d35cdd3c812458d9ef6d135963f9f7ece,227,33,194
0x8690f1f031dd0d1c7083f12a79c956fc72c5abcd,65,9,56
0x10d97d524577ae4df2724c83aab184c23fdf5d0c,60,4,56
0x9b5161a41b58498eb9c5febf89d60714089d2253,160,49,111
0xf8417de025933ed54d39f8a4f67bcc9d83c13665,41,41,0
0x366e3b64ef9060eb4b2b0908d7cd165c26312a23,316,8,308
0x9d6acd34d481512586844fd65328bd358d306752,299,88,211
0xd1b624f07a4d9b3e3746e33cb58f42df079b5444,43,39,4
0xf5b5efc906513b4344ebabcf47a04901f99f09f3,143,143,0
0xad6dc35442d766f87f9296f17ba45e23518bc5f3,68,6,62
0x734f5d723f27963ba48589170fbd39453196cb0f,131,18,113
0xaea3f88b62e87f7bf5e99972a22439071b3a0135,81,77,4
0xdc59ac4fefa32293a95889dc396682858d52e5db,49,1,48
0xd7a7bcf3b166e89e8c7d4eef54f976854e44612b,93,7,86
0xb83104c3659703803454de8c736e207af05c0a9d,87,0,87
0x08389495d7456e1951ddf7c3a1314a4bfb646d8b,140,139,1
0x3ab6ed69ef663bd986ee59205ccad8a20f98b4c2,108,108,0
0xaf77af48e73e8f087a8478ef31dcc7f7f0752822,60,3,57
0x0586d61c978acbf8bd793649d7f33158a1d8fc93,47,4,43
0xa02120696c7b8fe16c09c749e4598819b2b0e915,93,11,82
0x32666b64e9fd0f44916e1378efb2cfa3b3b96e80,252,252,0
0x7995ab36bb307afa6a683c24a25d90dc1ea83566,242,125,117
0x13927739076014913a3a7c207ef84c5be4780014,114,2,112
0x49aac71bb0ca59feff7900dc5d15c81efd354ce0,32,0,32
0x861334dec28b3ba71dffb1abf4e57d4ad3964b5f,354,123,231
0xc50ef449171a51fbeafd7c562b064b6471c36caa,422,3,419
0x8df62bdc215bcf5f1acffccb206fe01e63c3dfff,78,1,77
0xdb15a26827a6bab43aa6d99994f96c61138d68db,216,80,136
0x1337def16f9b486faed0293eb623dc8395dfe46a,198,127,71
0x7d0e63736aeb136acd44c70d6e1a0f27fb897679,390,15,375
0x0dd56271f1b4ecd8d6ce970b065d6c1f0680543a,39,0,39
0xd291e7a03283640fdc51b121ac401383a46cc623,388,388,0
0x91cc3844b8271337679f8c00cb2d238886917d40,226,21,205
0xcb6aeeccef4fa3683cdf47dbd2b7b5bea3dc85d8,88,1,87
0x993864e43caa7f7f12953ad6feb1d1ca635b875f,249,5,244
0x66d28cb58487a7609877550e1a34691810a6b9fc,203,5,198
0x0405b21bc88af1fa4f7ac9cc311da0748ca8f31e,59,17,42
0x72630b1e3b42874bf335020ba0249e3e9e47bafc,148,2,146
0x321864ddb3066d8268073ecee591da52c308eb40,71,71,0
0xc67b12049c2d0cf6e476bc64c7f82fc6c63cffc5,96,91,5
0x8e21ead95de5d5f765cf6d1444b9e773cbf52b6a,125,1,124
0x846c66cf71c43f80403b51fe3906b3599d63336f,237,235,2
0x0839f043ece52658d99cdc9173d5b116608802d8,117,11,106
0x602f65bb8b8098ad804e99db6760fd36208cd967,59,58,1
0x52daf33dac423ca3d63e53b098e3edab3acfdb0e,121,19,102
0x634a44a4dd2ceda44ecf1902b3502336558826db,35,3,32
0x3a8d5bc8a8948b68dfc0ce9c14ac4150e083518c,93,0,93
0x6d4530149e5b4483d2f7e60449c02570531a0751,275,2,273
0x3acadf037d6f2e13252031ddd44df1400f115d58,67,2,65
0xab58f4ad6eb4300745fb7ab728609f96c3d8d1e4,114,3,111
0x6bb61215298f296c55b19ad842d3df69021da2ef,108,3,105
0x76a34d72b9cf97d972fb0e390eb053a37f211c74,101,21,80
0xdb7b094fdc04f51560a03a99f747044951b73727,111,17,94
0x67b6d479c7bb412c54e03dca8e1bc6740ce6b99c,248,4,244
0x5181af2c5cd19aaecada5d8a7afb7856b7643aca,165,13,152
0xba6b0dbb2ba8daa8f5d6817946393aef8d3a4487,41,41,0
0x2c9023bbc572ff8dc1228c7858a280046ea8c9e5,254,254,0
0xb7c9e99da8a857ce576a830a9c19312114d9de02,127,41,86
0x2e66dfa3baeb48d1ef97862fd27bc2bb6eaef8f4,124,9,115
0x94bccfcbefd6102b953a85afb81236958c10feed,297,24,273
0xc8d9b60d79cad803eb165a95ede37fd0d372920c,76,8,68
0xaf2f7aecfc0152ee05af78b756e46ecbaadc5b61,176,0,176
0x275f5ad03be0fa221b4c6649b8aee09a42d9412a,129,12,117
0x805c2077f3ab224d889f9c3992b41b2f4722c787,104,49,55
0x73f16f0c0cd1a078a54894974c5c054d8dc1a3d7,379,379,0
0xec7f8a34b97ac65caad3841659f2cd54285a3950,141,1,140
0xd9d74a29307cc6fc8bf424ee4217f1a587fbc8dc,32,18,14
0x8740540363ecd1e426333b2af89b5d8bd3606002,205,39,166
0x564207a9cfb374157bfc6ac7472d8782bbc0f4d9,51,42,9
0x8e75d7d78c81ae4fbf1e4fe2f6104237a5e6f2a5,74,0,74
0x2a2550e0a75acec6d811ae3930732f7f3ad67588,84,83,1
0x25990c664d53bb17a175050170043ed4b983a221,15,15,0
0x8b5967b5e370666acce559e7b7bec52c63ef0f89,52,21,31
0x25a1de1c3ee658fe034b8914a1d8d34110423af8,146,59,87
0xd45eb82de0f33d4d2261c46b03a6000dd2366480,234,17,217
0x42bbfa2e77757c645eeaad1655e0911a7553efbc,117,57,60
0x825b8d4e1432ccbc5ab2bc24c9e65f0434dcaf37,125,1,124
0xda19f6959c47fd207746808adb04c79e3b358997,34,34,0
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,257,2,255
0x5cdb6298e9546aab02558a0419e6556e6b822ad8,85,2,83
0x513ef3f0d5259a0819370459a86930d047bf8e9d,79,79,0
0x1c48f86ae57291f7686349f12601910bd8d470bb,164,164,0
0xce17f8ef13cf67da6eab86e31360102eea8609ff,187,1,186
0x66290793c75abe25f4edb91eda3ebd0a221c30e3,82,2,80
0x5f7cedf538262661f06f9f5a0d9230c7b65a3f3f,48,4,44
0xffc14a3b26708545bccf8e915e2e8348123f5460,326,96,230
0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0,175,1,174
0x0a0d164a2e7e0423f5f61533dccfab1b6efd6b4b,34,12,22
0x7f3141c4d6b047fb930991b450f1ed996a51cb26,62,60,2
0x0cec1a9154ff802e7934fc916ed7ca50bde6844e,304,3,301
0xdb298285fe4c5410b05390ca80e8fbe9de1f259b,81,8,73
0xa56d1b415cb4b23e76910bb8c2f5a0a5b2c86a87,107,1,106
0xadd3bcad41124026e300991e862621419e96b626,34,34,0
0xf16e81dce15b08f326220742020379b855b87df9,193,165,28
0x8a94dbfb613958e0cd78b4461edcfc9c97d9b708,119,10,109
0x3eacf2d8ce91b35c048c6ac6ec36341aae002fb9,247,2,245
0xe0a450b095266e97a2fe1f3a22259600ce6b5210,85,7,78
0xc308e9f442e56a05e61bb785d7e048f0e52bec5f,70,10,60
0xd10ea170fcfd4d6f2c9fd7a596d7b0ba10a52648,393,18,375
0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,203,59,144
0x82a8f334a4b6e7d62cca189d44c295a293dce631,28,1,27
0xbe9b9c6356303006903bf81cd25d9943ecd77976,104,1,103
0xfa0b8feca230818439afe23a0da24579338cbda3,36,6,30
0xad2fd18932c39fa5085429853e1f0d39a65a438e,131,2,129
0x05fee3b8e939acbb4e8073d784e3ec0977509770,312,43,269
0x486be2be480aed1e21ba884b0b559fdd0eb14153,52,10,42
0x2070f7821d9c8ebfdecc1bc981d1308cc0d93843,181,13,168
0x894e37f02249b922b14561f234d228410cf754e2,123,13,110
0x89ac26c0afcb28ec55b6cd2f6b7dad867fa24639,160,160,0
0x87e7a2d41c7a0d041e158266f50291e4e3dfd7b3,249,10,239
0x75ecb52e403c617679fbd3e77a50f9d10a842387,56,17,39
0xc88fde79aaa8ecf8175d5a1e197d75623ea27fd0,79,10,69
0x8e0fe2947752be0d5acf73aae77362daf79cb379,61,61,0
0x0e42ffbac75bcc30cd0015f8aaa608539ba35fbb,104,16,88
0xe6295201cd1ff13ced5f063a5421c39a1d236f1c,177,6,171
0xf1268733c6fb05ef6be9cf23d24436dcd6e0b35e,302,76,226
0x4f89cd0cae1e54d98db6a80150a824a533502eea,156,17,139
0x19dba0122555555a3e2b1343d0738eddfab5b4f4,114,1,113
0x7bebd226154e865954a87650faefa8f485d36081,83,3,80
0x7c41e89e299b1af7c549d42e1483b25bf84b1a11,44,1,43
0x125afee79b96da4c3f58b119788085fdadd279e6,79,3,76
0x02f74badce458387ecaef9b1f229afb5678e9aad,151,0,151
0xd46814b736db3c6feed576a59e3ff140075c9e0a,143,13,130
0x26b925eef82525f514c0414db5cf65953d30a4ca,120,18,102
0x05febf6a40a672854b3549f2b814e9a9946e6cc7,145,23,122
0xdc0327d50e6c73db2f8117760592c8bbf1cdcf38,144,27,117
0xb19dd661f076998e3b0456935092a233e12c2280,61,1,60
0x5d01663be95186409129eb4696b6a9d2be8c825e,378,23,355
0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,182,26,156
0xc322cdd03f34b6d25633c2abbc8716a058c7fe9e,171,76,95
0xc7c9567bd3020e8148e43d0831c33d4843f0b0e1,139,16,123
0x0c6822ca73de6871f27acd9ca05a05b99294b805,306,7,299
0x77271813bd9167e75b5df9c230cf58d64f0a58fd,34,0,34
0x5dbfde4d8162b23a4496a11ad1a71a6e37bb6bd8,105,22,83
0x98e5790f343b83e850c20fb2d100b28de5e8aeeb,407,11,396
0x69690fa25f3c2d4ccbf0e4395b098951f7473ccb,62,23,39
0x059c12ed5aaf25adbc6e15f9cc9bab2dde031215,238,1,237
0xdf6e32d85d17e907e0da157fab7c12788e7161da,107,1,106
0x2af38cf18ef071fd806cbc0b66a74da66d3e33b3,140,9,131
0x851d6f58f2e5f425da765453054a39c93f5d940a,41,0,41
0xe8f8d4bc6ebb10b29a1331c80c567b1a308afe47,28,0,28
0x119fc177f4acfd85b7c02b7c645caa869aec2e89,114,11,103
0xe803178b48a0e560c2b19f3b3d4e504f79d229ce,60,8,52
0x399bd363426dfdd7f84fe8b917e1a3525b039309,38,14,24
0x3121c26bd9749cd1951dec16e0d22dc68879173c,198,3,195
0xeab695a8f5a44f583003a8bc97d677880d528248,490,490,0
0xf34960d9d60be18cc1d5afc1a6f012a723a28811,154,4,150
0x056354f3ff20743aa4c0da365603871c7000b081,109,105,4
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,371,175,196
0xe2e9db4e10bcf46ea3ed4b30aef7703fb81c4324,80,2,78
0x6f02a5b6d9633d4dab833a42b7f13e6ec91a6c87,31,0,31
0x8bb6f9463524af5c248d085d37c91b96d8aaff80,57,56,1
0x134460d32fc66a6d84487c20dcd9fdcf92316017,320,33,287
0x921fa0f0fe7e01e861b2cf583a54a8c3e9b40b1e,58,6,52
0xf418588522d5dd018b425e472991e52ebbeeeeee,263,2,261
0x9cc26d6c68af6c7b7316dea943f059441a54d68a,81,17,64
0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,210,9,201
0x4463e6a3ded0dbe3f6e15bc8420dfc55e5fea830,99,3,96
0x3c2eb40d25a4b2b5a068a959a40d57d63dc98b95,51,22,29
0x3a880652f47bfaa771908c07dd8673a787daed3a,216,5,211
0x4e962d488412a14aa37eacadcb83f18c7e2271a7,194,12,182
0xb1dc55ef244365b490fd742ffef3f1f76f754c72,41,1,40
0x2cac916b2a963bf162f076c0a8a4a8200bcfbfb4,28,2,26
0xf4dd946d1406e215a87029db56c69e1bcf3e1773,48,3,45
0xf0d33beda4d734c72684b5f9abbebf715d0a7935,122,2,120
0xa64dfe8d86963151e6496bee513e366f6e42ed79,169,4,165
0xc314d734eae9b3926c15bc2c89596822b541effd,131,5,126
0x38b7e06eb1a6b8af8b3a06ecc0f673d9f8421ebb,58,7,51
0xc782ab25dac76565d3fdede36fcf87227c9217da,177,27,150
0xbe38cdeb8a95e78b3209c80c9c251d47e5ac8756,3,1,2
0xb0eea59e9e1c55039b431795cb2229f0588464a9,103,1,102
0xb4dff5da3c48d6411f6ac633ca634454d77c9353,10,5,5
0xee29700134aab4f45b113e43e29ff06ce10687b7,341,23,318
0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,240,235,5
0xd5af737470e963f40f9e681b2e9d12acdbbb5492,252,20,232
0x21663c006603f43a40c638fcd2406940aa96da19,105,8,97
0x42476f744292107e34519f9c357927074ea3f75d,174,1,173
0x56694577564fdd577a0abb20fe95c1e2756c2a11,61,6,55
0xe12a2a0fb3fb5089a498386a734df7060c1693b8,150,2,148
0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,463,3,460
0x71dc7a1e6bc6b91a6000c6adfba9eb4cfffd7b9a,22,0,22
0x4e0fca55a6c3a94720ded91153a27f60e26b9aa8,399,9,390
